"id","cen","strain.id","sex","geno","zyg","litter","IMPC_HEM_001_001","IMPC_HEM_002_001","IMPC_HEM_003_001","IMPC_HEM_004_001","IMPC_HEM_005_001","IMPC_HEM_006_001","IMPC_HEM_007_001","IMPC_HEM_008_001","IMPC_HEM_019_001","IMPC_HEM_027_001","IMPC_HEM_029_001","IMPC_HEM_030_001","IMPC_HEM_031_001","IMPC_HEM_032_001","IMPC_HEM_033_001","IMPC_HEM_034_001","IMPC_HEM_035_001","IMPC_HEM_036_001","IMPC_HEM_037_001","IMPC_HEM_038_001","IMPC_HEM_039_001","IMPC_HEM_040_001"
"42014892","10","35","1","0","1","83699",7.24,11.44,18.54,56.1,49.1,15.593,33.54,1199,5.8,12.9,9.7,0.8107,82,5.94,1.5,0.11,6.057,0.42,0.0396,0.5487,0.0428,0.632
"42014896","10","35","0","0","1","83701",7.36,10.82,18.14,52.9,48.9,16.093,34.64,1189,6,12.4,12,0.9907,80,5.89,2,0.15,5.157,0.36,0.0496,0.5487,0.0428,0.532
"42014898","10","35","0","0","1","83701",6.07,10.93,17.94,52.3,47.9,15.693,34.54,1071,5.8,13.1,13.2,0.9107,78.5,4.76,1.7,0.11,6.257,0.36,0.0296,0.4487,0.0228,0.332
"42014900","10","35","0","0","1","83701",7.09,10.74,18.14,51.3,47.8,16.193,35.54,1233,6,12.4,10.5,0.8607,84.5,5.99,1.6,0.11,2.757,0.18,0.0496,0.5487,0.0328,0.432
"42014902","10","35","0","0","1","83701",4.29,10.57,18.04,51.3,48.5,16.293,35.24,1164,5.8,12.8,10.4,0.5507,85,3.65,1.5,0.06,2.657,0.11,0.0296,0.4487,0.0128,0.332
"42014904","10","35","0","0","1","83701",7.18,10.73,17.84,51,47.5,15.893,35.14,1032,6,12.6,10.4,0.8507,83.2,5.97,1.4,0.1,4.557,0.31,0.0396,0.4487,0.0328,0.432
"42014906","10","35","1","0","1","83701",8.19,11.79,18.84,54.7,46.4,15.393,34.74,1257,5.9,12.6,14.1,1.2607,74.7,6.12,2.4,0.19,8.457,0.67,0.0296,0.2487,0.0428,0.432
"42014908","10","35","1","0","1","83701",8.08,11.29,18.44,54.3,48.1,15.693,34.34,1420,5.9,13.2,15,1.3207,79.2,6.41,1.6,0.13,3.457,0.26,0.0396,0.4487,0.0428,0.532
"42014910","10","35","1","0","1","83701",8.88,11.13,18.04,52.2,47,15.593,34.74,1404,5.8,13.3,10.7,1.0607,84,7.46,1.6,0.14,3.357,0.27,0.0396,0.3487,0.0328,0.332
"42014912","10","35","1","0","1","83702",8.46,11.97,19.54,59.7,49.9,15.693,33.34,1280,6.1,12.3,8.4,0.8207,85.6,7.24,2,0.17,3.157,0.25,0.0596,0.6487,0.0528,0.632
"42014914","10","35","1","0","1","83702",7.99,11.21,18.34,53.4,47.6,15.693,34.74,1248,5.8,13.5,13.3,1.1807,77.6,6.2,2.1,0.17,6.457,0.49,0.0296,0.3487,0.0428,0.532
"42052867","10","35","0","0","1","85779",7.76,10.78,17.64,51.5,47.7,15.693,34.44,1140,6.1,13.2,12.7,1.0907,80.3,6.24,2.1,0.16,3.157,0.22,0.0896,1.0487,0.0828,1.032
"42052877","10","35","1","0","1","85779",7.07,11.39,18.84,58,50.9,15.893,33.04,1275,6.2,12.4,10.5,0.8507,84.6,5.99,1.2,0.09,2.757,0.17,0.0396,0.5487,0.0528,0.732
"42052879","10","35","0","0","1","85780",8.47,10.53,17.54,51,48.4,15.893,34.54,1133,6.1,13,10.5,1.0007,83.9,7.11,1,0.09,3.457,0.27,0.0696,0.7487,0.0628,0.732
"42052881","10","35","0","0","1","85780",5.74,10.87,17.94,53.2,48.9,15.693,33.84,1143,6.3,12.9,11.6,0.7807,83.1,4.77,1.1,0.07,3.557,0.19,0.0196,0.2487,0.0428,0.732
"42052883","10","35","0","0","1","85780",7.76,10.55,17.54,51.3,48.6,15.893,34.44,1091,6,12.8,9.1,0.8207,83.5,6.48,1.3,0.1,4.957,0.36,0.0496,0.5487,0.0728,0.932
"42052885","10","35","1","0","1","85780",6.36,10.95,17.94,52.7,48.1,15.693,34.34,1405,6.2,12.7,12.2,0.8907,82.2,5.23,0.9,0.05,3.757,0.22,0.0396,0.4487,0.0428,0.732
"42052887","10","35","1","0","1","85780",7.73,11.33,18.44,53.9,47.6,15.593,34.54,1290,6.2,12.4,10.4,0.9107,83.3,6.43,1.7,0.13,3.357,0.24,0.0396,0.4487,0.0828,1.132
"42052889","10","35","1","0","1","85780",7.09,11.26,18.54,55.7,49.5,15.793,33.74,1258,6.1,12.9,16.8,1.3007,76.5,5.43,1.5,0.1,4.357,0.29,0.0496,0.5487,0.0528,0.732
"42052906","10","35","0","0","1","86221",7.37,10.6,17.74,51.1,48.2,15.993,34.74,1152,6.3,13.3,14.3,1.1607,79.6,5.87,1.9,0.14,3.157,0.21,0.0496,0.6487,0.0528,0.632
"42052908","10","35","0","0","1","86221",3.76,10.49,17.44,50.4,48.1,15.893,34.74,1138,6.1,12.9,11.1,0.5307,83.3,3.14,1.7,0.07,3.457,0.12,0.0196,0.2487,0.0228,0.532
"42052910","10","35","1","0","1","86221",7.5,11.07,17.84,52.6,47.5,15.393,34.04,1410,6.3,12.6,10,0.8607,82.9,6.21,1.4,0.1,5.257,0.37,0.0296,0.3487,0.0428,0.532
"42052912","10","35","1","0","1","86221",7.73,10.92,17.54,51.1,46.8,15.393,34.44,1476,6.2,12.7,11.8,1.0207,81.8,6.32,1.4,0.11,4.457,0.32,0.0396,0.3487,0.0428,0.532
"42052914","10","35","1","0","1","86221",6.72,11.15,18.04,53.9,48.4,15.493,33.74,1524,6.4,12.8,11.3,0.8707,83.3,5.6,1.4,0.1,3.457,0.22,0.0396,0.4487,0.0228,0.332
"42052916","10","35","1","0","1","86221",6.38,10.66,17.24,50.6,47.4,15.393,34.14,1320,6.4,13,15.7,1.1107,78.6,5.01,1.6,0.1,3.657,0.22,0.0296,0.3487,0.0328,0.532
"42052918","10","35","0","0","1","86222",4.86,10.06,17.04,48.5,48.2,16.093,35.14,1088,6.4,13,12.1,0.7007,82.5,4,1.4,0.07,3.357,0.15,0.0296,0.4487,0.0228,0.532
"42052920","10","35","0","0","1","86222",5.29,10.34,17.34,50.8,49.2,15.993,34.24,1115,6.4,13.7,15.3,0.9207,80.3,4.25,1.4,0.07,2.457,0.11,0.0296,0.4487,0.0228,0.532
"42052937","10","35","0","0","1","86673",4.32,10.8,17.94,52.4,48.6,15.893,34.44,1083,6.2,12.8,12,0.6307,80.7,3.49,2.2,0.1,3.857,0.16,0.0396,0.7487,0.0328,0.832
"42052941","10","35","0","0","1","86673",5.77,10.23,17.04,48.3,47.3,15.893,35.24,1194,6.2,12.8,7.7,0.5607,87.2,5.03,0.7,0.04,3.457,0.18,0.0296,0.4487,0.0428,0.732
"42052943","10","35","1","0","1","86673",6.86,10.84,17.74,51.4,47.5,15.693,34.64,1375,6.2,12.7,10.7,0.8407,81.7,5.6,1.8,0.12,5.157,0.34,0.0396,0.4487,0.0328,0.432
"42052945","10","35","1","0","1","86673",6.8,11.02,17.74,51.5,46.8,15.393,34.54,1288,6.1,12.6,8.7,0.7007,85.9,5.84,1.1,0.07,3.757,0.24,0.0396,0.4487,0.0328,0.532
"42052947","10","35","1","0","1","86673",6.26,10.97,18.14,51.4,46.8,15.793,35.44,1301,6.2,12.6,9.8,0.7307,85,5.32,1.4,0.09,2.957,0.17,0.0296,0.3487,0.0528,0.832
"42052949","10","35","1","0","1","86673",7.19,11.11,18.24,52,46.8,15.793,35.24,1188,6.2,12.4,12.1,0.9807,83.8,6.03,1.1,0.08,2.057,0.13,0.0296,0.3487,0.0628,0.832
"42052951","10","35","0","0","1","86674",4.07,10.25,17.74,49.5,48.3,16.493,35.84,1063,6.2,13.3,11.5,0.5807,83,3.38,0.9,0.04,3.857,0.15,0.0196,0.3487,0.0228,0.632
"42052960","10","35","0","0","1","87720",7.58,10.85,17.84,52.4,48.3,15.793,34.34,1249,6.3,12.7,8.7,0.7707,85.9,6.52,1.7,0.13,2.457,0.17,0.0696,0.8487,0.0528,0.732
"42052962","10","35","0","0","1","87720",7.87,10.73,17.64,50.1,46.7,15.693,35.34,1181,6.3,12.8,8.8,0.8007,85.9,6.76,1.2,0.1,3.457,0.25,0.0496,0.5487,0.0328,0.432
"42052964","10","35","0","0","1","87720",5.26,10.66,17.64,50.4,47.3,15.793,35.14,1161,6.5,13.6,10.9,0.6807,83.3,4.38,1.7,0.09,3.357,0.16,0.0296,0.4487,0.0328,0.632
"42052966","10","35","0","0","1","87720",8.4,10.79,17.74,50.3,46.6,15.693,35.34,1192,6.4,13,8.9,0.8607,85.9,7.21,1.5,0.13,2.457,0.19,0.0596,0.6487,0.0728,0.932
"42052972","10","35","1","0","1","87720",9.02,11.28,18.34,53.4,47.4,15.593,34.64,1344,6.3,12.8,12.8,1.2707,80.1,7.23,1.5,0.14,4.657,0.4,0.0696,0.7487,0.0328,0.432
"42052976","10","35","1","0","1","87721",7.69,11.15,18.04,52.4,47,15.493,34.64,1333,6.2,12.8,10.8,0.9407,83.1,6.39,1.3,0.1,3.857,0.28,0.0596,0.7487,0.0328,0.432
"42052978","10","35","1","0","1","87721",7.38,10.69,17.44,50.2,47,15.593,34.84,1362,6.3,12.6,9.3,0.8007,86,6.35,1.4,0.1,2.857,0.19,0.0396,0.4487,0.0328,0.432
"42052980","10","35","1","0","1","87721",7.4,10.88,17.84,52.9,48.6,15.693,33.94,1535,6.1,13.8,12.2,1.0107,81.3,6.02,1,0.07,4.857,0.34,0.0296,0.2487,0.0428,0.632
"42052982","10","35","1","0","1","87721",7.82,11.15,18.24,53.3,47.8,15.693,34.44,1180,6.2,13,8.8,0.8007,83.9,6.56,1.2,0.09,5.657,0.42,0.0296,0.2487,0.0428,0.532
"28702161","10","35","0","0","1","88005",6.38,10.79,17.74,51.4,47.7,15.693,34.64,1116,6.4,12.6,14,1.0007,79.2,5.05,1.4,0.09,4.857,0.29,0.0396,0.4487,0.0328,0.432
"28702163","10","35","0","0","1","88007",5.92,10.69,17.54,51.5,48.2,15.693,34.24,1266,6.5,12.6,12.5,0.8507,82.1,4.86,1.3,0.07,3.257,0.18,0.0496,0.6487,0.0328,0.532
"28702165","10","35","0","0","1","88007",8.16,11.08,18.34,54.5,49.2,15.793,33.94,1128,6.5,12.8,13.3,1.1907,80.5,6.57,1.7,0.14,3.757,0.29,0.0596,0.6487,0.0328,0.432
"28702171","10","35","0","0","1","88008",5.56,10.54,17.64,52,49.3,15.993,34.14,1225,6.4,13.6,14,0.8907,79.5,4.42,1.2,0.06,4.357,0.23,0.0396,0.6487,0.0328,0.632
"28702175","10","35","0","0","1","88011",6.4,10.75,17.94,52,48.4,15.993,34.74,1004,6.3,12.8,9.9,0.7407,82.4,5.27,1.3,0.08,5.757,0.35,0.0396,0.4487,0.0328,0.532
"28702177","10","35","0","0","1","88011",7.01,10.49,17.44,51,48.7,15.893,34.34,987,6.5,13.8,14.2,1.1107,78.4,5.49,1.8,0.13,4.857,0.32,0.0396,0.4487,0.0428,0.632
"28702191","10","35","1","0","1","88012",8.25,10.81,17.64,50.1,46.3,15.593,35.24,1418,6.5,12.8,8.9,0.8507,85.5,7.05,1.2,0.1,3.557,0.27,0.0396,0.4487,0.0528,0.632
"28702195","10","35","0","0","1","88015",6.65,10.82,18.14,52.2,48.2,15.993,34.84,1150,6.9,12.5,9.6,0.7507,83.8,5.57,1.3,0.09,4.157,0.26,0.0496,0.6487,0.0528,0.832
"28702197","10","35","1","0","1","88015",8.13,10.78,17.64,50.8,47.1,15.593,34.84,1283,6.8,12.5,8.8,0.8307,85.7,6.97,1.2,0.1,3.457,0.26,0.0396,0.4487,0.0528,0.632
"28702201","10","35","1","0","1","88018",8.72,11.33,18.24,54,47.7,15.493,34.14,1250,6.8,12.4,9.6,0.9507,80.8,7.05,1.5,0.13,7.257,0.61,0.0596,0.5487,0.0528,0.532
"42095825","10","35","0","0","1","88212",5.37,10.77,17.34,54.1,50.2,15.393,32.44,1062,6.2,12.8,12.7,0.7907,80.5,4.33,2,0.11,4.257,0.21,0.0296,0.4487,0.0328,0.532
"42095827","10","35","0","0","1","88212",6.6,10.58,17.24,53.1,50.2,15.593,32.74,1003,6.1,13.1,9.5,0.7407,82.6,5.45,1.4,0.1,5.757,0.36,0.0496,0.6487,0.0228,0.432
"42095833","10","35","1","0","1","88212",7.19,11.2,18.14,56.6,50.6,15.493,32.44,1195,6,12.3,13.1,1.0507,78.3,5.63,1.4,0.1,6.557,0.45,0.0396,0.4487,0.0328,0.432
"42095835","10","35","1","0","1","88212",5.23,11.1,17.84,55.2,49.8,15.393,32.64,1302,6.1,12.1,12.7,0.7707,83,4.34,1,0.05,2.957,0.14,0.0196,0.2487,0.0228,0.332
"42095837","10","35","0","0","1","88213",7.04,10.55,17.24,53.9,51.1,15.593,32.24,1184,6,12.4,13.3,1.0507,80.7,5.68,1.6,0.11,3.757,0.25,0.0396,0.4487,0.0328,0.532
"42095839","10","35","0","0","1","88213",5.91,10.22,16.84,51.2,50.2,15.693,33.04,1089,6.2,12.6,12.3,0.8407,81.4,4.81,1.9,0.11,3.757,0.2,0.0296,0.4487,0.0328,0.532
"42095841","10","35","0","0","1","88213",5.25,10.09,16.54,51.8,51.3,15.493,32.04,1031,6.3,13.1,11.5,0.7107,80.6,4.23,2.2,0.11,5.057,0.25,0.0396,0.5487,0.0228,0.432
"42095843","10","35","1","0","1","88213",6.65,10.77,17.14,53.4,49.6,15.193,32.34,1352,6,12,9.4,0.7407,85.8,5.71,1.5,0.1,2.757,0.16,0.0196,0.2487,0.0428,0.632
"42095845","10","35","1","0","1","88213",7.35,10.65,17.54,54.5,51.2,15.693,32.54,1319,6.1,12.2,9.9,0.8407,85.3,6.26,1.3,0.1,2.957,0.2,0.0496,0.5487,0.0328,0.432
"42095847","10","35","1","0","1","88213",6.39,10.63,17.24,53.5,50.3,15.493,32.64,1293,6,12.2,10.2,0.7607,84.7,5.41,1.1,0.07,2.857,0.17,0.0296,0.4487,0.0628,1.032
"42095852","10","35","0","0","1","88517",6.81,10.71,17.44,53.4,49.9,15.593,32.94,1164,6.3,12.5,9.5,0.7607,84.8,5.78,1.2,0.09,3.857,0.24,0.0196,0.2487,0.0428,0.632
"42095858","10","35","1","0","1","88517",7.26,11.23,17.94,55.5,49.4,15.293,32.84,1463,6.1,12.6,10.3,0.8607,80.9,5.87,1.6,0.11,6.757,0.47,0.0296,0.3487,0.0328,0.432
"42095862","10","35","0","0","1","88520",6.39,10.49,17.04,53.6,51.1,15.493,32.14,1092,6.4,12.6,11.7,0.8607,81.6,5.22,1.5,0.1,4.357,0.26,0.0396,0.4487,0.0428,0.632
"42095864","10","35","0","0","1","88520",6.29,10.83,17.84,54.4,50.2,15.693,33.04,1154,6.3,12.6,16,1.1207,75.8,4.77,2.1,0.13,5.457,0.32,0.0396,0.5487,0.0328,0.432
"42095868","10","35","1","0","1","88520",8.13,11.5,18.24,57.3,49.9,15.293,32.34,1359,6.3,12.3,15.5,1.3707,77.6,6.31,2.1,0.17,4.257,0.33,0.0496,0.5487,0.0328,0.432
"42095870","10","35","1","0","1","88520",8.58,10.76,17.34,54,50.1,15.393,32.54,1361,6.3,12.3,11.8,1.1207,83.9,7.2,1.1,0.1,2.357,0.18,0.0396,0.4487,0.0628,0.732
"42095872","10","35","0","0","1","88521",6.19,10.27,16.84,52.4,51,15.593,32.44,1150,6.3,12.6,13.6,0.9507,81.8,5.06,1.7,0.1,2.257,0.12,0.0396,0.4487,0.0328,0.532
"42095874","10","35","0","0","1","88521",5.83,10.26,16.94,51.5,50.2,15.693,33.14,1092,6.3,13,12,0.8107,82.7,4.82,1.6,0.09,3.157,0.17,0.0196,0.2487,0.0428,0.632
"42095876","10","35","1","0","1","88521",8.47,11.14,17.94,55,49.4,15.393,32.94,1311,6.3,12.5,15.2,1.4007,77.1,6.53,2.2,0.19,4.857,0.39,0.0496,0.5487,0.0428,0.532
"42095878","10","35","1","0","1","88521",8.36,10.87,17.44,53.7,49.4,15.293,32.74,1306,6.3,12.8,14.2,1.3007,80.3,6.72,1.7,0.14,3.157,0.24,0.0296,0.2487,0.0628,0.732
"41969898","10","35","0","0","1","92419",6.56,10.16,16.64,50.3,49.5,15.493,33.04,1362,7.5,12.9,9.1,0.7007,87.2,5.73,1,0.06,1.757,0.1,0.0496,0.6487,0.0428,0.632
"41969902","10","35","1","3157_1","1","92419",8.66,11.11,17.64,54.9,49.4,15.193,32.54,1217,7.2,12.7,14.2,1.3407,80.8,7,1.5,0.13,2.757,0.21,0.0596,0.5487,0.0428,0.532
"41969908","10","35","0","3157_1","1","92422",5.56,10.67,17.34,52.6,49.3,15.493,33.14,876,7.5,13.8,12.1,0.7807,82.5,4.59,1.3,0.07,3.157,0.16,0.0496,0.7487,0.0428,0.632
"41969910","10","35","0","3157_1","1","92422",4.13,10.1,16.64,49.3,48.9,15.693,33.74,1043,7.4,12.5,6.7,0.3907,88.4,3.65,1.2,0.05,3.157,0.12,0.0296,0.4487,0.0128,0.332
"41969912","10","35","0","0","1","92423",6.55,10.13,17.14,51.3,50.6,16.093,33.64,1248,7.4,12.9,9.7,0.7507,86.3,5.66,1.3,0.08,2.057,0.12,0.0396,0.5487,0.0328,0.432
"41969914","10","35","0","3157_1","1","92423",6.2,9.91,16.44,49,49.4,15.693,33.54,1109,7.5,12.6,7.9,0.6007,87.1,5.4,0.8,0.05,3.557,0.21,0.0296,0.4487,0.0328,0.532
"41969936","10","35","1","0","1","92425",7.08,11.27,18.34,57.2,50.8,15.593,32.54,1188,7.1,12.6,7.2,0.6207,87.8,6.22,1.7,0.12,2.457,0.16,0.0396,0.4487,0.0428,0.632
"41969938","10","35","0","0","1","92426",6.1,10.25,16.94,50,48.8,15.693,33.94,1165,7.3,13.2,8.6,0.6307,87.7,5.35,0.9,0.05,2.257,0.12,0.0396,0.4487,0.0328,0.432
"41969940","10","35","0","3157_1","1","92426",7.11,10.88,17.54,52.4,48.2,15.493,33.74,1103,7.4,13.1,11,0.8907,80.8,5.74,2.7,0.19,2.357,0.15,0.1096,1.4487,0.1428,2.032
"41969942","10","35","0","0","1","92426",6.5,11.1,17.64,52.8,47.6,15.193,33.54,1097,7.3,13,10.7,0.8107,81.4,5.29,2.4,0.16,4.057,0.25,0.0796,1.1487,0.0428,0.632
"41969944","10","35","0","0","1","92426",5.15,11.4,18.24,57.7,50.6,15.293,32.04,1054,7.2,12.5,7,0.4707,89.7,4.62,1.1,0.05,1.657,0.07,0.0296,0.4487,0.0228,0.332
"41969950","10","35","0","3157_1","1","92427",7.01,10.35,17.24,51.9,50.1,15.893,33.34,1115,7.4,12.6,10.6,0.8507,83.2,5.83,1.9,0.13,3.157,0.2,0.0596,0.8487,0.0528,0.732
"41969952","10","35","0","3157_1","1","92427",5.88,10.42,17.24,51.7,49.6,15.793,33.44,1136,7.4,12.8,10.7,0.7407,84.5,4.97,2,0.12,1.957,0.1,0.0396,0.4487,0.0428,0.632
"41969954","10","35","1","3157_1","1","92427",6.89,11.1,17.94,54.5,49.1,15.493,33.34,1309,7.3,12.5,11.8,0.9307,83.9,5.78,1,0.07,2.457,0.15,0.0396,0.4487,0.0428,0.732
"41969956","10","35","0","0","1","92428",4.86,10.36,17.04,51.8,50,15.693,33.14,1111,7.3,12.7,11,0.6507,83.4,4.06,2.1,0.1,2.557,0.11,0.0396,0.7487,0.0328,0.632
"41969960","10","35","1","0","1","92428",6.6,10.94,17.64,53.7,49.1,15.493,33.24,1192,7.3,12.8,7.5,0.6007,88.3,5.83,1,0.06,2.657,0.16,0.0296,0.4487,0.0328,0.432
"41969964","10","35","1","3157_1","1","92429",5.94,10.96,17.84,55.1,50.3,15.593,32.74,1394,7.3,12.8,9.9,0.7007,87.6,5.2,0.8,0.05,0.857,0.03,0.0296,0.4487,0.0528,0.832
"41969904","10","35","0","3157_1","1","92420",5.92,10.38,16.94,51,49.1,15.493,33.34,1118,7.4,13.1,10.1,0.7107,84.9,5.02,1.5,0.09,2.457,0.13,0.0396,0.5487,0.0528,0.832
"28702288","10","35","0","727_1","1","89689",8.33,10.88,17.64,54.9,50.5,15.493,32.54,1218,6.7,12.2,9.2,0.8707,85.5,7.13,1,0.08,3.657,0.28,0.0596,0.5487,0.0428,0.432
"28702363","10","35","0","1550_1","1","89944",7.54,10.71,17.34,54.4,50.8,15.393,32.14,1068,6.4,12.6,12.6,1.0607,80.2,6.05,1.4,0.11,4.957,0.35,0.0496,0.5487,0.0428,0.532
"41969958","10","35","0","0","1","92428",7.57,10.31,17.14,50.5,49,15.793,34.04,1279,7.3,13,10.9,0.9307,84.1,6.37,1.7,0.13,2.457,0.16,0.0596,0.6487,0.0428,0.532
"64136859","10","35","0","3805_1","1","94242",6.44,11,17.84,54.2,49.3,15.493,33.14,1057,6.4,12,15.8,1.1307,77.1,4.97,1,0.07,4.157,0.25,0.0396,0.5487,0.1128,1.732
"64136861","10","35","0","3805_1","1","94242",5.24,10.87,18.04,55.6,51.1,15.893,32.94,1229,6.4,11.9,16,0.9507,78.3,4.11,1.8,0.09,2.457,0.11,0.0396,0.6487,0.0628,1.132
"64136867","10","35","0","3805_1","1","94243",9.28,9.98,16.54,52.8,52.9,15.793,31.64,775,6.6,13.7,16.9,1.6807,75.6,7.02,1.4,0.13,3.157,0.27,0.0696,0.6487,0.2328,2.532
"64136869","10","35","0","0","1","94243",4.68,10.34,17.14,53.4,51.6,15.793,32.44,1076,6.2,12.2,12,0.6707,77.1,3.61,1.8,0.08,8.357,0.38,0.0296,0.4487,0.0328,0.632
"64136871","10","35","0","0","1","94243",5.62,10.29,17.04,52.5,51,15.693,32.54,1161,6.3,12.4,12.2,0.7907,82,4.6,0.9,0.05,3.357,0.18,0.0296,0.4487,0.0828,1.432
"64136875","10","35","0","0","1","94247",8.68,10.56,17.44,53.5,50.7,15.793,32.84,998,6.5,12.3,8.7,0.8707,86.1,7.47,0.6,0.05,2.757,0.21,0.0496,0.4487,0.1528,1.732
"64136877","10","35","0","0","1","94247",7.28,10.13,17.24,52.5,51.9,16.193,33.04,1080,6.4,12.9,11.3,0.9407,83.2,6.06,0.9,0.07,3.257,0.22,0.0496,0.5487,0.0828,1.032
"64136887","10","35","0","3805_1","1","94249",8.21,10.35,17.24,53.1,51.3,15.893,32.74,1199,6.7,12.4,9.3,0.8707,84.1,6.9,1,0.08,2.857,0.22,0.0496,0.5487,0.2128,2.532
"64136889","10","35","0","0","1","94249",5.7,10.15,16.94,51.3,50.5,15.793,33.04,1071,6.6,12.5,12.5,0.8207,80.6,4.6,1.1,0.07,3.757,0.2,0.0296,0.3487,0.1128,1.932
"64136891","10","35","1","0","1","94249",9.98,10.29,17.24,52.3,50.8,15.993,33.24,1053,7.1,14,12.6,1.3707,79.9,7.97,1.4,0.14,3.257,0.3,0.0396,0.3487,0.2828,2.832
"64136893","10","35","1","0","1","94249",8.16,10.39,17.04,53,51,15.693,32.44,1185,6.5,13.5,14,1.2507,78.7,6.42,1.1,0.09,4.557,0.35,0.0396,0.4487,0.1228,1.532
"64136895","10","35","1","3805_1","1","94250",8.46,10.94,17.64,54,49.4,15.393,33.04,1480,6.6,12.5,16.3,1.4907,78.1,6.61,1,0.09,3.257,0.25,0.0496,0.5487,0.0928,1.132
"64136897","10","35","0","3805_1","1","94251",8.17,10.44,17.34,52.7,50.4,15.793,33.14,1105,6.7,12.7,11.2,1.0207,83,6.78,1,0.08,2.357,0.17,0.0496,0.5487,0.1928,2.332
"64136899","10","35","1","3805_1","1","94251",7.48,10.71,17.44,54.1,50.5,15.593,32.64,1429,6.8,12.7,13.5,1.1207,81.7,6.11,0.8,0.06,2.857,0.19,0.0396,0.4487,0.0828,1.132
"64136901","10","35","1","3805_1","1","94251",7.06,10.89,17.64,53.8,49.4,15.493,33.04,1325,6.8,12.3,11.7,0.9407,81.9,5.77,0.8,0.06,4.257,0.28,0.0496,0.5487,0.0728,1.032
"64136903","10","35","1","0","1","94251",6.89,10.42,17.34,53.6,51.4,15.893,32.74,1298,6.7,13.7,11.5,0.9007,80.9,5.57,0.6,0.04,4.357,0.28,0.0396,0.4487,0.1728,2.532
"64136905","10","35","0","0","1","94253",4.87,10.27,17.14,52.4,51,15.793,32.84,1199,6.5,12.6,13.2,0.7507,81.1,3.95,1.2,0.06,2.557,0.11,0.0396,0.6487,0.0828,1.632
"64136907","10","35","0","0","1","94253",5.29,10.1,16.74,51,50.6,15.693,32.84,647,7,12.6,8.9,0.5807,86.4,4.57,0.8,0.04,1.557,0.07,0.0496,0.8487,0.1028,1.932
"64136909","10","35","0","3805_1","1","94257",10.1,10.06,17.24,53.1,52.7,16.293,32.74,1116,6.8,12.8,9.4,1.0507,84.1,8.49,0.8,0.08,4.157,0.39,0.0596,0.5487,0.1428,1.432
"64136911","10","35","0","3805_1","1","94257",7.55,10.61,17.64,54.6,51.5,15.893,32.74,1205,6.9,12.3,10.5,0.9107,82.5,6.23,0.5,0.04,5.057,0.36,0.0496,0.5487,0.0928,1.232
